price,living_area,type_of_house,year_of_construction,number_of_rooms,balcony,garden,interior,latitude,longitude
"€6,500 per month",325 m²,House,Before 1906,7,Not present,Present (21 m²),,52.360637039579,4.9022115002483
"€2,550 per month",60 m²,Flat,,2,Present,Not present,Furnished,52.351235131385,4.8869177054207
"€11,000 per month",138 m²,Flat,2019,3,Not present,Not present,Furnished,52.373105842682,4.8942898932198
"€2,250 per month",148 m²,House,,6,Not present,Present (located on the south-west),Upholstered,52.403449217935,4.942109142863
"€2,400 per month",78 m²,Flat,Before 1906,3,Not present,Present (2 m²),,52.380125872891,4.8857840331914
"€2,350 per month",85 m²,Flat,1997,3,Not present,Present,Furnished,52.365819690327,4.9498277548
"€2,800 per month",111 m²,Flat,1934,4,Present,,Upholstered,52.344502061927,4.9017274016179
"€4,000 per month",113 m²,Flat,1931-1944,3,Present,Not present,Furnished,52.349161268719,4.8769315917205
"€2,900 per month",127 m²,Flat,2019,4,Present,Not present,Shell,52.374705638876,4.944973056805
"€3,850 per month",117 m²,Flat,1768,4,Not present,Not present,,52.374269785966,4.9024977330089
"€2,800 per month",124 m²,Flat,2023,3,Present,Not present,Furnished,52.351070173026,5.0144495036369
"€4,500 per month",205 m²,Flat,1883,7,Present,"Present (80 m², located on the south-west)",Upholstered,52.356499586367,4.9036512300056
"€2,475 per month",72 m²,Flat,1809,2,Not present,Not present,Upholstered or furnished,52.366312668026,4.8817703756485
"€2,100 per month",84 m²,Flat,,3,Not present,Present,Upholstered,52.357941589804,4.9203114803727
"€4,500 per month",136 m²,Flat,,5,,Not present,Upholstered,52.356976738681,4.8781188220376
"€3,950 per month",150 m²,Flat,Before 1906,4,Not present,Present (70 m²),,52.357311939429,4.9089269414141
"€1,600 per month",60 m²,Flat,2024,3,,Not present,,52.385455231153,4.8519639820695
"€5,850 per month",192 m²,Flat,2020,4,Present,Not present,Upholstered,52.37598230603,4.8794623890595
"€4,500 per month",157 m²,Flat,1894,4,Not present,Not present,Upholstered,52.352374429555,4.8595161990422
"€7,500 per month",242 m²,House,1930,9,Not present,"Present (39 m², located on the west)",Upholstered or furnished,52.347700192028,4.877843635288
"€6,500 per month",126 m²,Flat,1999,3,Not present,Not present,Upholstered,52.353517599783,4.8619244984377
"€3,100 per month",85 m²,Flat,2016,3,Not present,,Furnished,52.333496935585,4.8851029811492
"€3,250 per month",122 m²,Flat,1905,3,Not present,Present (30 m²),Furnished,52.355545757549,4.8735114195481
"€3,500 per month",131 m²,Flat,2022,3,Present,Not present,Upholstered,52.385155174574,4.905772360861
"€3,600 per month",85 m²,Flat,1900,5,Present,Present,Upholstered,52.356919578438,4.7925979662671
"€2,995 per month",70 m²,Flat,1926,3,Present,Not present,Furnished,52.34786760243,4.9049340385793
"€2,000 per month",45 m²,Flat,1903,2,Not present,Not present,Upholstered,52.3622587997,4.8754009558514
"€6,950 per month",193 m²,Flat,2009,4,Not present,Not present,,52.33616890967,4.8736915821963
"€1,850 per month",67 m²,Flat,,2,Present,Not present,Upholstered,52.353984091848,4.9039134894632
"€3,500 per month",126 m²,Flat,1005,3,Not present,Not present,Furnished,52.369337280015,4.8849956167917
"€3,350 per month",85 m²,Flat,2022,2,Present,Not present,Furnished,52.376153336479,4.8609368332975
"€2,750 per month",120 m²,Flat,2010,4,Present,Present,Furnished,52.350624186697,4.8382991187291
"€2,100 per month",60 m²,House,1945,3,Not present,Not present,Upholstered,52.373154205668,4.8113235910212
"€1,330 per month",55 m²,Flat,2024,3,,Not present,,52.394731719078,4.8996360165909
"€2,080 per month",108 m²,Flat,2024,4,,Not present,,52.394731719078,4.8996360165909
"€1,390 per month",65 m²,Flat,2024,2,,Not present,,52.35574237424,4.8378512254339
"€2,400 per month",65 m²,Flat,,3,Present,Not present,Upholstered,52.353192626074,4.8928989399625
"€3,200 per month",125 m²,Flat,1885,3,Not present,Not present,Upholstered,52.377008614809,4.8925454095413
"€1,950 per month",50 m²,Flat,,2,Not present,Not present,Furnished,52.381472561792,4.8687461438888
"€5,500 per month",250 m²,Flat,1930,6,Present,Not present,Upholstered or furnished,52.347176083628,4.8771892285841
"€2,300 per month",120 m²,Flat,,2,Not present,Present,Furnished,52.346259224646,4.8898355470037
"€1,490 per month",40 m²,Flat,2018,2,Not present,Not present,Furnished,52.356792821658,4.8385627445587
"€2,000 per month",50 m²,Flat,1902,2,Present,Not present,Furnished,52.364551046279,4.861133191272
"€2,850 per month",107 m²,Flat,Before 1906,3,Not present,Not present,Upholstered or furnished,52.368011661993,4.8924842199804
"€2,750 per month",90 m²,Flat,,2,Not present,Present,Furnished,52.35956405903,4.8970117943303
"€5,500 per month",220 m²,House,2006,6,Not present,Present (308 m²),Upholstered or furnished,52.33641593742,4.7967044103081
"€4,900 per month",196 m²,House,1960,6,Present,Present (60 m²),Upholstered,52.323668975835,4.872105238562
"€2,995 per month",100 m²,Flat,1005,2,Not present,,Furnished,52.366720949487,4.8911771908596
"€4,700 per month",162 m²,Flat,2019,3,Not present,Not present,Furnished,52.360247444798,4.8951257654319
"€2,100 per month",33 m²,Flat,2000,2,Not present,Not present,Furnished,52.34736100348,4.9107806098585
"€1,995 per month",62 m²,Flat,,2,Not present,Present (15 m²),Furnished,52.361664726871,4.8899564865127
"€3,500 per month",82 m²,Flat,1935,3,Not present,Not present,Furnished,52.362676504077,4.8501927400822
"€3,675 per month",156 m²,Flat,1680,3,Not present,"Present (18 m², located on the north-east)",Upholstered,52.370370074003,4.9176550884211
"€2,500 per month",120 m²,House,1890,6,Not present,Present,Furnished,52.401143200397,4.915227876713
"€3,500 per month",90 m²,Flat,2021,4,Not present,"Present (6 m², located on the north-east)",Upholstered or furnished,52.356808839686,4.8963777313809
"€2,600 per month",60 m²,Flat,1910,2,Not present,Present (10 m²),Furnished,52.363985891802,4.8613747980047
"€3,750 per month",143 m²,Flat,2020,3,Present,"Present (19 m², located on the south)",Upholstered,52.335731843596,4.8761374657571
"€2,750 per month",80 m²,Flat,1929,2,Not present,Not present,Upholstered,52.3452634437,4.8989160810334
"€3,495 per month",80 m²,Flat,Before 1906,4,Not present,Present,Furnished,52.371822224352,4.8775960297103
"€4,800 per month",115 m²,Flat,,5,Present,Not present,Upholstered or furnished,52.375335305865,4.9649467286084
"€7,250 per month",217 m²,Flat,1900,7,Present,Not present,Upholstered or furnished,52.355863903851,4.8681499392704
"€7,500 per month",182 m²,Flat,1615,5,Not present,Present (5 m²),Furnished,52.379825522352,4.8912949841617
"€7,500 per month",178 m²,Flat,1750,2,Not present,Not present,Furnished,52.370117914773,4.8777559257879
"€2,200 per month",55 m²,Flat,,2,Present,Not present,Upholstered,52.360205265383,4.8891360635433
"€2,750 per month",78 m²,Flat,1997,3,Present,Not present,Upholstered,52.36739117021,4.8924030432756
"€2,750 per month",120 m²,House,,4,Not present,Present (40 m²),Upholstered,52.420776079435,4.902832082996
"€1,175 per month",55 m²,Flat,2023,2,,Not present,,52.405309608639,4.8903096942353
"€1,850 per month",50 m²,Flat,1900,2,Present,Not present,Furnished,52.377832008844,4.8831958321263
"€4,500 per month",125 m²,Flat,1991,3,Not present,Not present,Upholstered or furnished,52.373082090768,4.8942214333604
"€3,366 per month",156 m²,Flat,2021,3,Not present,Not present,,52.370738922343,4.9260806826291
"€1,495 per month",52 m²,Flat,2023,1,,Not present,Upholstered,52.39432783735,4.8749459892734
"€1,503 per month",50 m²,Flat,2023,1,,Not present,Upholstered,52.393926238158,4.8763396232788
"€1,995 per month",60 m²,Flat,2007,2,Present,Not present,Upholstered,52.355668661467,4.7922771126195
"€1,850 per month",52 m²,Flat,,2,Present,Not present,Furnished,52.366345126765,4.8516517210369
"€2,200 per month",80 m²,Flat,,3,Present,Not present,Furnished,52.382414175565,4.8501258184378
"€1,950 per month",40 m²,Flat,2020,1,Not present,Not present,Furnished,52.341838353431,4.800718714782
"€3,450 per month",75 m²,House,2010,1,Present,Not present,Furnished,52.385392774939,4.8884569127311
"€6,500 per month",169 m²,Flat,2011-2020,6,Not present,,,52.394446802286,4.8790490117555
"€2,250 per month",90 m²,Flat,2012,3,Not present,Not present,Furnished,52.353950066943,4.8403276230736
"€4,500 per month",100 m²,Flat,1996,2,Not present,Not present,Furnished,52.374936371612,4.884317262688
"€2,250 per month",90 m²,Flat,2007,3,Not present,Not present,Furnished,52.353632187718,4.8396123088128
"€2,500 per month",70 m²,Flat,2017,3,Not present,Not present,Furnished,52.354883645993,4.854896134289
"€2,050 per month",67 m²,Flat,Before 1906,3,Present,Not present,,52.371937163324,4.8729985503553
"€1,850 per month",65 m²,Flat,1960,3,Present,Not present,Upholstered,52.362454898257,4.8031969851153
"€1,750 per month",42 m²,Flat,Before 1906,2,Not present,Not present,Furnished,52.372295565017,4.8810854616688
"€2,000 per month",54 m²,Flat,1987,2,Present,,Furnished,52.36833762383,4.9405673517364
"€3,500 per month",105 m²,Flat,2008,4,,,Upholstered,52.353783494116,4.8920291788738
"€2,450 per month",75 m²,Flat,1931,3,Not present,Present (39 m²),Furnished,52.344036124848,4.893382445266
"€1,875 per month",58 m²,Flat,1938,2,Not present,"Present (42 m², located on the east)",Upholstered,52.34143869787,4.9020837291046
"€2,450 per month",80 m²,Flat,1904,3,Present,,Furnished,52.351893932894,4.8939848656829
"€2,000 per month",60 m²,Flat,1905,2,Present,Not present,Furnished,52.36585168009,4.9115070375395
"€4,500 per month",165 m²,Flat,1905,5,Present,,Upholstered,52.355583234721,4.880647846887
"€2,400 per month",65 m²,Flat,1904,3,Present,,Upholstered,52.355588883032,4.880713895715
"€2,850 per month",91 m²,Flat,1905,3,Present,,Upholstered,52.355590247464,4.8806462842819
"€3,000 per month",95 m²,Flat,2021,4,Not present,Not present,Upholstered,52.369497033287,4.9540144417464
"€2,500 per month",83 m²,Flat,2009,4,,,Furnished,52.376774748433,4.837476168874
"€2,047 per month",52 m²,Flat,2021,2,,,Upholstered or furnished,52.386390574175,4.8350669991024
"€2,450 per month",77 m²,Flat,1906,3,Present,,Furnished,52.351037382681,4.8933339064506
"€3,250 per month",115 m²,Flat,1800,3,Not present,Not present,,52.3787561311,4.893480537615
"€2,300 per month",68 m²,Flat,2012,3,Not present,,Upholstered,52.358595943235,4.8580196239463
"€2,500 per month",70 m²,Flat,1770,3,Present,,Upholstered,52.36781319477,4.8966269910326
"€2,950 per month",64 m²,Flat,1886,3,Present,Not present,Upholstered,52.356112668749,4.9075802584239
"€2,700 per month",90 m²,Flat,1881,4,Not present,Present (25 m²),Furnished,52.365080692104,4.9256246117338
"€3,950 per month",132 m²,Flat,Before 1906,5,Present,"Present (40 m², located on the south-east)",Upholstered,52.358467430599,4.8757382800396
"€1,800 per month",75 m²,Flat,Before 1906,2,Not present,,Upholstered,52.358779277715,4.9230624717071
"€2,650 per month",110 m²,Flat,1895,3,Present,Not present,Upholstered,52.358017244654,4.8776371378083
"€2,550 per month",91 m²,Flat,1900,3,Not present,,Upholstered,52.3645786802,4.8832264178519
"€2,250 per month",100 m²,Flat,2008,2,Present,,Furnished,52.37643275736,4.9234798549064
"€2,350 per month",60 m²,Flat,1888,2,Not present,,Furnished,52.355211762127,4.896472721921
"€2,950 per month",92 m²,Flat,1926,4,Present,Not present,,52.349907042596,4.860470180648
"€2,300 per month",66 m²,Flat,1934,3,Present,,Upholstered,52.341265067703,4.9079992626423
"€1,850 per month",101 m²,Flat,1976,4,Present,,Upholstered,52.398981141669,4.9299881095269
"€2,450 per month",75 m²,Flat,1901,2,Present,,Furnished,52.38105157834,4.8773577854352
"€4,750 per month",130 m²,Flat,1930,6,Present,Present,Upholstered,52.343981424252,4.8618905887565
"€2,650 per month",95 m²,Flat,1930,3,Present,,Upholstered,52.344057779163,4.8649274102127
"€3,650 per month",120 m²,Flat,1957,3,Not present,"Present (11 m², located on the north)",,52.346947704067,4.8742566639187
"€2,000 per month",60 m²,Flat,1899,2,Present,,Furnished,52.384338298055,4.8746320312269
"€1,850 per month",85 m²,Flat,2005,4,Present,Not present,Upholstered,52.360652116255,4.9907635800355
"€3,500 per month",118 m²,Flat,Before 1906,5,Present,Not present,Upholstered or furnished,52.362708292453,4.8651336378247
"€3,250 per month",95 m²,Flat,2021,4,Not present,Not present,Upholstered,52.369629856341,4.9540447727621
"€2,100 per month",50 m²,Flat,1945-1959,2,Present,Not present,Upholstered or furnished,52.367343349191,4.8903241278767
"€3,750 per month",125 m²,Flat,1957,4,Present,,Upholstered,52.346964660843,4.8740216527679
"€2,250 per month",89 m²,Flat,1963,4,Present,,Upholstered,52.354465007908,4.7960069139401
"€4,500 per month",117 m²,House,1997,6,Not present,Present,Upholstered,52.36757747257,4.8311003419592
"€2,080 per month",130 m²,Flat,2010,4,,Not present,,52.34594856219,5.0103921869925
"€1,550 per month",58 m²,Flat,1982,2,Not present,Not present,Upholstered,52.296947807139,4.9752064825989
"€2,950 per month",120 m²,Flat,1906-1930,5,Present,Not present,Upholstered,52.346448876108,4.8690965527368
"€1,500 per month",65 m²,Flat,1984,2,Not present,,Upholstered,52.325595867851,4.9463953053443
"€2,775 per month",110 m²,Flat,1934,4,Present,,Upholstered,52.344565695576,4.9019028072979
"€3,950 per month",141 m²,Flat,1939,5,Not present,,Upholstered,52.347407032998,4.8765555030231
"€2,850 per month",149 m²,Flat,2010,5,Present,,Furnished,52.350258701693,4.8389494301056
"€2,000 per month",50 m²,Flat,1730,2,Not present,Not present,,52.362772108787,4.9012338876689
"€2,300 per month",75 m²,Flat,1927,3,Present,Not present,Upholstered,52.381468211273,4.853603500857
"€2,350 per month",96 m²,Flat,2003,3,Present,Not present,Furnished,52.344220299176,4.9517428588842
"€2,700 per month",74 m²,Flat,1901,3,Present,,Upholstered,52.382580518813,4.8796902438669
"€1,950 per month",50 m²,Flat,1923,2,Present,,Furnished,52.347251148376,4.8594596965325
"€2,450 per month",63 m²,Flat,1905,3,Not present,Not present,Upholstered,52.370470746744,4.8725750371826
"€2,650 per month",121 m²,Flat,1934,5,Not present,Not present,,52.343068316326,4.9071873686583
"€4,250 per month",110 m²,Flat,1710,3,Not present,,Upholstered or furnished,52.365263170847,4.8972277852702
"€2,650 per month",68 m²,Flat,1899,3,Present,Not present,Furnished,52.353063153332,4.883506491606
"€2,150 per month",80 m²,Flat,2017,3,Present,Not present,Furnished,52.396220123787,4.9053914152633
"€3,600 per month",116 m²,Flat,Before 1906,5,Not present,"Present (14 m², located on the west)",Upholstered,52.350153958796,4.8695816763683
"€2,750 per month",81 m²,Flat,2023,3,Present,,Upholstered,52.370256591358,4.9256453790035
"€2,750 per month",90 m²,Flat,1930,3,Not present,"Present (95 m², located on the north-east)",Furnished,52.344667795045,4.898320950813
"€4,000 per month",158 m²,Flat,2011-2020,4,Not present,Not present,Furnished,52.374373590557,4.9665631648309
"€7,000 per month",193 m²,Flat,1906,5,Not present,,Upholstered,52.361868794358,4.8787526948071
"€2,500 per month",70 m²,Flat,1905,3,Present,Not present,Upholstered,52.360362405175,4.8815836560298
"€3,500 per month",155 m²,Flat,2022,4,Present,Not present,Upholstered,52.386848098434,4.8352935375492
"€3,500 per month",125 m²,Flat,1931,4,Not present,Present,Furnished,52.361020528,4.8558133222712
"€3,100 per month",75 m²,Flat,1879,3,Not present,"Present (84 m², located on the south)",Furnished,52.361207508593,4.8817404458038
"€4,850 per month",115 m²,Flat,Before 1906,3,Not present,Not present,Upholstered,52.375929686624,4.8860370710511
"€3,250 per month",145 m²,Flat,Before 1906,5,Not present,Not present,,52.358994162913,4.893964668724
"€3,250 per month",112 m²,House,1900,4,Not present,Present,Upholstered,52.366894173165,4.8291414402967
"€3,250 per month",85 m²,Flat,Before 1906,3,Present,Not present,Upholstered,52.360651337881,4.8840843820055
"€3,495 per month",146 m²,Flat,2008,3,Present,,Furnished,52.385122036869,4.8919554877016
"€2,400 per month",113 m²,Flat,2006,4,Not present,,Upholstered,52.361885497412,4.9807709618121
"€2,650 per month",115 m²,Flat,1781,3,Not present,Not present,Upholstered,52.371324845582,4.883181666069
"€2,900 per month",94 m²,Flat,1718,3,Not present,Not present,Furnished,52.377389758136,4.8934223186126
"€3,250 per month",120 m²,Flat,1931-1944,3,Present,Not present,,52.346966378207,4.8744178835861
"€3,000 per month",92 m²,Flat,1930,3,Not present,,Furnished,52.345341784675,4.8770048471155
"€6,500 per month",224 m²,House,1905,7,Present,"Present (50 m², located on the south)",Upholstered or furnished,52.359183191073,4.8770659090806
"€3,600 per month",102 m²,Flat,2016,4,Not present,Not present,Furnished,52.360139861923,4.8797609017723
"€3,800 per month",123 m²,Flat,Before 1906,2,Not present,Not present,Furnished,52.373164709519,4.8868025428083
"€5,500 per month",110 m²,Flat,Before 1906,4,Not present,Not present,Furnished,52.373438043843,4.8834366626495
